Handle,Title,Body (HTML),Variant SKU,Variant Price,Image Src,Cost per item,Variant Image,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Google Shopping / Gender,Type,Vendor,Tags,Status,Published,product.metafields.custom.original_prodect_url
"de_ville_39.5mm_yellow_gold_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-yellow-gold-dial-mens-watch-424.20.40.20.08.001_2.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_39.5mm_yellow_gold_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-yellow-gold-dial-mens-watch-424.20.40.20.08.001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"bentley_flying_b_stainless_steel_men's_watch_a2836212-h522ss","Breitling, Bentley Flying B Stainless Steel Men's Watch A2836212-H522SS","Silver-tone stainless steel case with a silver-tone stainless steel (speed) bracelet. Fixed silver-tone stainless steel bezel. Silver dial with skeletal hands and index hour markers. Hour is displayed in a window at the 12 o'clock postion. Dial Type: Analog. Luminescent hands. Date display at the 12 o'clock position. One subdial displaying: small second. Breitling Calibre 28 Automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Screw locked crown. Solid case back. Rectangle case shape, case size: 57.30 mm x 38.50 mm, case thickness: 15 mm. Band width: 24 mm, band length: 8 inches. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Additional Info: hour is displayed in the window at the 12 o'clock position. Bentley Series. Dress watch style. Watch label: Swiss Made. Breitling Bentley Flying B Stainless Steel Men's Watch A2836212-H522SS.","A2836212/H522/982A","35592","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/r/breitling-bentley-flying-b-stainless-steel-mens-watch-a2836212h522ss-a2836212h522982a.jpg?width=546&height=546","27378.75","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/r/breitling-bentley-flying-b-stainless-steel-mens-watch-a2836212h522ss-a2836212h522982a.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Breitling, Bentley, For Bentley Flying B","Active","TRUE","https://www.jomashop.com/breitling-watch-a2836212-h522ss.html"
"bentley_flying_b_stainless_steel_men's_watch_a2836212-h522ss","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/r/breitling-bentley-flying-b-stainless-steel-mens-watch-a2836212h522ss-a2836212h522982a_2.jpg?width=546&height=546","","","","","","","","","","","",""
"bentley_flying_b_stainless_steel_men's_watch_a2836212-h522ss","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/r/breitling-bentley-flying-b-stainless-steel-mens-watch-a2836212h522ss-a2836212h522982a_3.jpg?width=546&height=546","","","","","","","","","","","",""
"bentley_flying_b_stainless_steel_men's_watch_a2836212-h522ss","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/r/breitling-bentley-flying-b-stainless-steel-mens-watch-a2836212h522ss-a2836212h522982a_4.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_automatic_brown_dial_men's_watch","Omega, De Ville Automatic Brown Dial Men's Watch","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Brown dial with 18kt white gold hands and Roman numeral hour markers. Dial Type: Analog. Day of the week and date display at the 3 o'clock position. Omega calibre 8902 automatic movement, based upon Omega 8900, containing 39 Jewels, bitting at 25200 vph, and has a power reserve of approximately 60 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 41 mm. Band width: 20 mm. Fold over clasp with a push button release. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. De Ville Automatic Series. Luxury watch style. Watch label: Swiss Made. Omega De Ville Automatic Brown Dial Men's Watch 433.10.41.22.10.001.","433.10.41.22.10.001","25774","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-automatic-brown-dial-mens-watch-43310412210001-43310412210001.jpg?width=546&height=546","19826.63","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-automatic-brown-dial-mens-watch-43310412210001-43310412210001.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Omega, De Ville","Active","TRUE","https://www.jomashop.com/omega-de-ville-automatic-brown-dial-mens-watch-433-10-41-22-10-001.html"
"de_ville_automatic_brown_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-automatic-brown-dial-mens-watch-43310412210001-43310412210001_2_1.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_automatic_brown_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-automatic-brown-dial-mens-watch-43310412210001-43310412210001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"conquest_v.h.p._perpetual_chronograph_quartz_silver_dial_men's_watch","Longines, Conquest V.H.P. Perpetual Chronograph Quartz Silver Dial Men's Watch","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Silver dial with silver-tone hands and index hour markers. An Arabic numeral appears at the 12 o'clock position. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between the 4 and 5 o'clock positions. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hour. Longines calibre L289.2 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 42 mm. Band width: 21 mm. Triple fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: chronograph, perpetual calendar, date, hour, minute, second, battery eol indicator, shock resistant, magnetic resistant. Luxury watch style. Watch label: Swiss Made. Longines Conquest V.H.P. Perpetual Chronograph Quartz Silver Dial Men's Watch L37174766.","L37174766","4056","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-v.h.p.-perpetual-chronograph-quartz-silver-dial-men_s-watch-l37174766.jpg?width=546&height=546","3120.07","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-v.h.p.-perpetual-chronograph-quartz-silver-dial-men_s-watch-l37174766.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Longines, Conquest V.H.P.","Active","TRUE","https://www.jomashop.com/longines-conquest-v-h-p-watch-l37174766.html"
"conquest_v.h.p._perpetual_chronograph_quartz_silver_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-v.h.p.-perpetual-chronograph-quartz-silver-dial-men_s-watch-l37174766_2.jpg?width=546&height=546","","","","","","","","","","","",""
"conquest_v.h.p._perpetual_chronograph_quartz_silver_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-v.h.p.-perpetual-chronograph-quartz-silver-dial-men_s-watch-l37174766_3.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_prestige_co-axial_automatic_men's_watch","Omega, De Ville Prestige Co-Axial Automatic Men's Watch","Stainless steel case with a stainless steel bracelet with 18kt rose gold links. Fixed 18kt rose gold bezel. Silver dial with rose gold-tone dauphine-style hands and index hour markers. Roman numerals mark the 3, 6, 9 and 12 o'clock positions. Dial Type: Analog. Date display at the 3 o'clock position. Omega calibre 2500 automatic movement, based upon ETA 2892-A2, containing 27 Jewels, bitting at 25200 vph, and has a power reserve of approximately 48 hours. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 36.8 mm. Band width: 20.3 mm. Band length: 8 inches. Fold over clasp with a safety release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second, co-axial escapement, chronometer. De Ville Prestige Co-axial Series. Luxury watch style. Watch label: Swiss Made. Item Variations: 424 20 37 20 02 002, 424-20-37-20-02-002, 424/20/37/20/02/002, 42420372002002. Omega De Ville Prestige Co-Axial Automatic Men's Watch 424.20.37.20.02.002.","424.20.37.20.02.002","16697","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-automatic-mens-watch-42420372002002-42420372002002.jpg?width=546&height=546","12844.13","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-automatic-mens-watch-42420372002002-42420372002002.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Omega, De Ville","Active","TRUE","https://www.jomashop.com/omega-watch-424-20-37-20-02-002.html"
"de_ville_prestige_co-axial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-automatic-mens-watch-42420372002002-42420372002002_2.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_prestige_co-axial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-automatic-mens-watch-42420372002002-42420372002002_3.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_prestige_co-axial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-automatic-mens-watch-42420372002002-42420372002002_4.jpg?width=546&height=546","","","","","","","","","","","",""
"master_collection_automatic_white_dial_men's_watch","Longines, Master Collection Automatic White Dial Men's Watch","Silver-tone stainless steel case with a two-tone (silver-tone and rose gold-tone) stainless steel bracelet. Fixed 18kt rose gold bezel. White dial with blue hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Longines Calibre L619 Automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Transparent case back. Round case shape, case size: 38.5 mm, case thickness: 9.5 mm. Band width: 20 mm. Fold over clasp with a safety release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Master Collection Series. Luxury watch style. Watch label: Swiss Made. Longines Master Collection Automatic White Dial Men's Watch L2.628.5.19.7.","L2.628.5.19.7","8355","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-white-dial-mens-watch-l26285197-l26285197.jpg?width=546&height=546","6427.57","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-white-dial-mens-watch-l26285197-l26285197.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Longines, Master Collection","Active","TRUE","https://www.jomashop.com/longines-master-collection-automatic-white-dial-mens-watch-l2-628-5-19-7.html"
"master_collection_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-white-dial-mens-watch-l26285197-l26285197_2.jpg?width=546&height=546","","","","","","","","","","","",""
"master_collection_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-white-dial-mens-watch-l26285197-l26285197_3.jpg?width=546&height=546","","","","","","","","","","","",""
"museum_quartz_blue_dial_men's_watch","Movado, Museum Quartz Blue Dial Men's Watch","Rose gold PVD stainless steel case and bracelet. Fixed rose gold PVD bezel. Blue dial with rose gold-tone hands. No markers. The Movado dot appears at the 12 o'clock position. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 40 mm. Band width: 22 mm. Fold over clasp with a push button release. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Museum Series. Casual watch style. Watch label: Swiss Movt. Movado Museum Quartz Blue Dial Men's Watch 0607353.","0607353","2747","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-museum-quartz-blue-dial-men_s-watch-0607353.jpg?width=546&height=546","2113.13","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-museum-quartz-blue-dial-men_s-watch-0607353.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Movado, Museum","Active","TRUE","https://www.jomashop.com/movado-museum-watch-0607353.html"
"museum_quartz_blue_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-museum-quartz-blue-dial-men_s-watch-0607353_2.jpg?width=546&height=546","","","","","","","","","","","",""
"museum_quartz_blue_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-museum-quartz-blue-dial-men_s-watch-0607353_3.jpg?width=546&height=546","","","","","","","","","","","",""
"capeland_chronograph_automatic_white_dial_men's_watch","Baume Et Mercier, Capeland Chronograph Automatic White Dial Men's Watch","Silver-tone stainless steel case with a black rubber strap. Fixed silver-tone stainless steel bezel. White dial with black hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Between the 4 and 5 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. ETA Caliber 2894-2 Automatic movement, based upon ETA 2892-2, containing 37 Jewels, bitting at 28800 vph, and has a power reserve of approximately 38 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 44 mm, case thickness: 15 mm. Band width: 21 mm, band length: 8 inches. Deployment with push button release clasp. Water resistant at 50 meters / 165 feet. Functions: chronograph, date, hour, minute, small second. Additional Info: hours, minutes, small seconds, date, chronograph, tachymeter scale. Capeland Series. Luxury watch style. Watch label: Swiss Movt. Baume et Mercier Capeland Chronograph Automatic White Dial Men's Watch M0A10305.","M0A10305","11704","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-white-dial-mens-watch-m0a10305_1.jpg?width=546&height=546","9003.75","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-white-dial-mens-watch-m0a10305_1.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Baume & Mercier, Capeland","Active","TRUE","https://www.jomashop.com/baume-et-mercier-capeland-white-dial-mens-watch-m0a10305.html"
"capeland_chronograph_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-white-dial-mens-watch-m0a10305_2.jpg?width=546&height=546","","","","","","","","","","","",""
"capeland_chronograph_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-white-dial-mens-watch-m0a10305_3_1.jpg?width=546&height=546","","","","","","","","","","","",""
"capeland_chronograph_automatic_black_dial_men's_watch","Baume Et Mercier, Capeland Chronograph Automatic Black Dial Men's Watch","Stainless steel case with a black (calfskin) leather strap. Fixed stainless steel bezel. Black dial with rhodium-plated hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Chronograph - two silver sub-dials displaying:  60 second and 30 minute. ETA 2894-2 automatic movement with a 42-hour power reserve. Scratch resistant sapphire crystal. Transparen case back. Round case shape. Case size: 42 mm. Case thickness: 13.35 mm. Band width: 22 mm. Fold over clasp. Water resistant at 50 meters / 165 feet. Functions: chronograph, date, hour, minute, second. Capeland Series. Casual watch style. Watch label: Swiss Made. Baume et Mercier Capeland Chronograph Automatic Black Dial Men's Watch 10451.","10451","8551","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-black-dial-mens-watch-10451.jpg?width=546&height=546","6578.25","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-black-dial-mens-watch-10451.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Baume & Mercier, Capeland","Active","TRUE","https://www.jomashop.com/baume-et-mercier-capeland-chronograph-automatic-black-dial-mens-watch-10451.html"
"capeland_chronograph_automatic_black_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-black-dial-mens-watch-10451_2.jpg?width=546&height=546","","","","","","","","","","","",""
"capeland_chronograph_automatic_black_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/baume-et-mercier-capeland-chronograph-automatic-black-dial-mens-watch-10451_3.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_prestige_co-axial_white_dial_men's_watch","Omega, De Ville Prestige Co-Axial White Dial Men's Watch","White gold case with a black leather strap. Fixed white gold bezel. White dial with blue hands and index hour markers. Roman numerals mark the 3, 6, 9 and 12 o'clock positions. Dial Type: Analog. Date display at the 3 o'clock position. Omega calibre 2500 automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 39.5 mm. Case thickness: 11.5 mm. Band width: 23 mm. Band length: 7 inches. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second, chronometer. Luxury watch style. Watch label: Swiss Made. Omega De Ville Prestige Co-Axial White Dial Men's Watch 42453402004001.","42453402004001","29859","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-watch-42453402004001.jpg?width=546&height=546","22968.75","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-watch-42453402004001.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Omega, De Ville","Active","TRUE","https://www.jomashop.com/omega-watch-42453402004001.html"
"de_ville_prestige_co-axial_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-watch-42453402004001_2.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_prestige_co-axial_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-prestige-coaxial-watch-42453402004001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"villeret_18k_rose_gold_automatic_grey_dial_men's_watch","Blancpain, Villeret 18k Rose Gold Automatic Grey Dial Men's Watch","18kt rose gold case with a brown (alligator) leather strap. Fixed 18kt rose gold bezel. Grey dial with rose gold-tone skeleton hands and Roman numeral hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Day of the week display at the 2 o'clock position. Month display at the 4 o'clock position. 24 hour sub-dial. Blancpain calibre 6054F automatic movement, containing 34 Jewels, composed of 367 parts, bitting at 28800 vph, and has a power reserve of approximately 72 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape.Case size: 40 mm. Case thickness: 11 mm. Band width: 20 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: GMT, second time zone, hour, minute, second. Villeret Series. Luxury watch style. Watch label: Swiss Made. Blancpain Villeret 18k Rose Gold Automatic Grey Dial Men's Watch N06670A036042N055B.","N06670A036042N055B","90767","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/l/blancpain-villeret-18k-rose-gold-automatic-grey-dial-mens-watch-n06670a036042n055b.jpg?width=546&height=546","69820.88","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/l/blancpain-villeret-18k-rose-gold-automatic-grey-dial-mens-watch-n06670a036042n055b.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Blancpain, Villeret","Active","TRUE","https://www.jomashop.com/blancpain-villeret-18k-rose-gold-automatic-grey-dial-mens-watch-n06670a036042n055b.html"
"villeret_18k_rose_gold_automatic_grey_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/l/blancpain-villeret-18k-rose-gold-automatic-grey-dial-mens-watch-n06670a036042n055b_2.jpg?width=546&height=546","","","","","","","","","","","",""
"villeret_18k_rose_gold_automatic_grey_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/l/blancpain-villeret-18k-rose-gold-automatic-grey-dial-mens-watch-n06670a036042n055b_3.jpg?width=546&height=546","","","","","","","","","","","",""
"flagship_automatic_white_dial_men's_watch","Longines, Flagship Automatic White Dial Men's Watch","Stainless steel case with a stainless steel bracelet. Fixed smooth stainless steel bezel. White dial with silver-tone sword-shaped hands and diamond hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Longines calibre L619 automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 35.6 mm. Case thickness: 7 mm. Band width: 17 mm. Band length: 7 inches. Hidden fold over clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Flagship Series. Dress watch style. Watch label: Swiss. Item Variations: L4 774 4 27 6, L4-774-4-27-6, L4/774/4/27/6, L47744276. Longines Flagship Automatic White Dial Men's Watch L4.774.4.27.6.","L4.774.4.27.6","4294","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-flagship-automatic-white-diamond-dial-stainless-steel-men_s-watch-l4.774.4.27.6_5.jpg?width=546&height=546","3303.82","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-flagship-automatic-white-diamond-dial-stainless-steel-men_s-watch-l4.774.4.27.6_5.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Longines, Flagship","Active","TRUE","https://www.jomashop.com/longines-flagship-watch-l4-774-4-27-6.html"
"flagship_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-flagship-automatic-white-diamond-dial-stainless-steel-men_s-watch-l4.774.4.27.6_2_2.jpg?width=546&height=546","","","","","","","","","","","",""
"flagship_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-flagship-automatic-white-diamond-dial-stainless-steel-men_s-watch-l4.774.4.27.6_3_2.jpg?width=546&height=546","","","","","","","","","","","",""
"flagship_automatic_white_dial_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-flagship-automatic-white-diamond-dial-stainless-steel-men_s-watch-l4.774.4.27.6_4_2.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_hour_vision_blue_dial_automatic_men's_watch","Omega, De Ville Hour Vision Blue Dial Automatic Men's Watch","Silver-tone stainless stel case with a blue alligator leather strap. Fixed silver-tone stainless steel bezel. Blue dial with 18kt white gold hands and 18kt white gold index hour markers. Minute markers around the outer rim. Dial Type: Analog. Month and date display at the 3 o'clock position. Omega Calibre 8902 Automatic movement, based upon Omega 8900, containing 39 Jewels, bitting at 25200 vph, and has a power reserve of approximately 60 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 41 mm. Band width: 20 mm. Deployment with push button release clasp. Water resistant at 100 meters / 330 feet. Functions: annual calendar, month, date, hour, minute, second, co-axial escapement, chronometer. De Ville Hour Vision Series. Luxury watch style. Watch label: Swiss Made. Omega De Ville Hour Vision Blue Dial Automatic Men's Watch 433.33.41.22.03.001.","433.33.41.22.03.001","26037","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-hour-vision-blue-dial-automatic-mens-watch-43333412203001-43333412203001.jpg?width=546&height=546","20028.75","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-hour-vision-blue-dial-automatic-mens-watch-43333412203001-43333412203001.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Omega, De Ville","Active","TRUE","https://www.jomashop.com/omega-watch-433-33-41-22-03-001.html"
"de_ville_hour_vision_blue_dial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-hour-vision-blue-dial-automatic-mens-watch-43333412203001-43333412203001_2.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_hour_vision_blue_dial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-hour-vision-blue-dial-automatic-mens-watch-43333412203001-43333412203001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"de_ville_hour_vision_blue_dial_automatic_men's_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-de-ville-hour-vision-blue-dial-automatic-mens-watch-43333412203001-43333412203001_4.jpg?width=546&height=546","","","","","","","","","","","",""
"conquest_chronograph_quartz_men's_watch","Longines, Conquest Chronograph Quartz Men's Watch","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Carbon fiber dial with luminous grey hands and index hour markers. An Arabic numeral appears at the 12 o'clock position. Arabic numeral minute markers (at 5 minute intervals). Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between the 4 and 5 o'clock positions. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 o'clock. Caliber L288 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 44 mm. Case thickness: 12.5 mm. Band width: 21 mm. Fold over clasp with a push button release. Water resistant at 50 meters / 164 feet. Functions: chronograph, date, hour, minute, second. Conquest Series. Dress watch style. Watch label: Swiss Made. Longines Conquest Chronograph Quartz Men's Watch L37274666.","L37274666","4247","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-chronograph-quartz-mens-watch-l37274666.jpg?width=546&height=546","3267.07","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-chronograph-quartz-mens-watch-l37274666.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Watches, Longines, Conquest","Active","TRUE","https://www.jomashop.com/longines-conquest-chronograph-quartz-mens-watch-l37274666.html"
